pt_code,term_ja,reading_kana,reading_alt
10053285,直腸Ｓ状結腸鏡検査正常,チョクチョウSジョウケッチョウキョウケンサセイジョウ,
10053286,直腸Ｓ状結腸鏡検査異常,チョクチョウSジョウケッチョウキョウケンサイジョウ,
10053290,ポリツェル法,ポリツェルホウ,
10053291,リウマトイド結節切除,リウマトイドケッセツセツジョ,
10053293,腎尿管切除,ジンニョウカンセツジョ,
10053295,脾手術,ヒシュジュツ,
10053296,人工中耳除去,ジンコウチュウジジョキョ,
10053297,膵脾摘除,スイヒテキジョ,
10053298,腹部皮下脂肪組織切除,フクブヒカシボウソシキセツジョ,
10053299,眼部液ドレナージ,ガンブエキドレナージ,
10053300,眼洗浄,ガンセンジョウ,
10053301,神経系新生物手術,シンケイケイシンセイブツシュジュツ,
10053303,神経破壊,シンケイハカイ,
10053306,胸骨後胸水除去,キョウコツゴキョウスイジョキョ,
10053308,ポリープ切除,ポリープセツジョ,
10053309,腹部診査,フクブシンサ,
10053310,頚部診査,ケイブシンサ,
10053312,スプリント装着,スプリントソウチャク,
10053315,患者隔離,カンジャカクリ,
10053316,患者拘束,カンジャコウソク,
10053317,恐水病,キョウスイビョウ,
10053318,神経伝導検査,シンケイデンドウケンサ,
10053319,睡眠検査,スイミンケンサ,
10053320,睡眠検査異常,スイミンケンサイジョウ,
10053321,睡眠検査正常,スイミンケンサセイジョウ,
10053322,耳鼻咽喉科手術,ジビインコウカシュジュツ,
10053323,来院,ライイン,
10053324,温熱療法,オンネツリョウホウ,
10053325,禁煙療法,キンエンリョウホウ,
10053326,精索手術,セイサクシュジュツ,
10053327,産科処置,サンカショチ,
10053328,口腔内新生物手術,コウクウナイシンセイブツシュジュツ,コウコウナイシンセイブツシュジュツ
10053329,傍卵巣嚢胞摘出,ボウランソウノウホウテキシュツ,
10053332,膵空腸吻合,スイクウチョウフンゴウ,
10053333,副甲状腺手術,フクコウジョウセンシュジュツ,
10053334,陰茎再接合,インケイサイセツゴウ,
10053335,神経縫合,シンケイホウゴウ,
10053336,精神医学的評価,セイシンイガクテキヒョウカ,
10053337,精神医学的評価正常,セイシンイガクテキヒョウカセイジョウ,
10053338,精神医学的評価異常,セイシンイガクテキヒョウカイジョウ,
10053339,日常的健康維持,ニチジョウテキケンコウイジ,
10053340,鼻炎予防,ビエンヨボウ,
10053343,新生物予防,シンセイブツヨボウ,
10053344,鼻鏡検査,ビキョウケンサ,
10053348,脊髄手術,セキズイシュジュツ,
10053351,末梢血行再建,マッショウケッコウサイケン,
10053352,起立血圧,キリツケツアツ,
10053353,起立血圧正常,キリツケツアツセイジョウ,
10053354,起立血圧異常,キリツケツアツイジョウ,
10053355,起立血圧上昇,キリツケツアツジョウショウ,
10053356,起立血圧低下,キリツケツアツテイカ,
10053358,硝酸塩化合物療法,ショウサンエンカゴウブツリョウホウ,
10053359,検温,ケンオン,
10053369,精子提供,セイシテイキョウ,
10053370,卵母細胞提供,ランボサイボウテイキョウ,
10053371,経口胆嚢造影,ケイコウタンノウゾウエイ,
10053372,経口胆嚢造影正常,ケイコウタンノウゾウエイセイジョウ,
10053373,経口胆嚢造影異常,ケイコウタンノウゾウエイイジョウ,
10053377,中心静脈カテーテル留置,チュウシンジョウミャクカテーテルリュウチ,
10053394,注射避妊薬使用中の妊娠,チュウシャヒニンヤクシヨウチュウノニンシン,
10053395,進行性多発性硬化症,シンコウセイタハツセイコウカショウ,
10053396,注射部位光線過敏反応,チュウシャブイコウセンカビンハンノウ,
10053397,心因性結腸炎,シンインセイケッチョウエン,
10053398,間代性痙攣,カンダイセイケイレン,カンタイセイケイレン
10053399,薬物半減期延長,ヤクブツハンゲンキエンチョウ,
10053400,エンドセリン上昇,エンドセリンジョウショウ,
10053401,エンドセリン,エンドセリン,
10053402,エンドセリン低下,エンドセリンテイカ,
10053403,エンドセリン異常,エンドセリンイジョウ,
10053404,エンドセリン正常,エンドセリンセイジョウ,
10053405,脳性ナトリウム利尿ペプチド増加,ノウセイナトリウムリニョウペプチドゾウカ,
10053406,脳性ナトリウム利尿ペプチド,ノウセイナトリウムリニョウペプチド,
10053407,脳性ナトリウム利尿ペプチド減少,ノウセイナトリウムリニョウペプチドゲンショウ,
10053408,脳性ナトリウム利尿ペプチド異常,ノウセイナトリウムリニョウペプチドイジョウ,
10053409,脳性ナトリウム利尿ペプチド正常,ノウセイナトリウムリニョウペプチドセイジョウ,
10053410,心房性ナトリウム利尿ペプチド異常,シンボウセイナトリウムリニョウペプチドイジョウ,
10053411,心房性ナトリウム利尿ペプチド正常,シンボウセイナトリウムリニョウペプチドセイジョウ,
10053412,心房性ナトリウム利尿ペプチド増加,シンボウセイナトリウムリニョウペプチドゾウカ,
10053413,心房性ナトリウム利尿ペプチド減少,シンボウセイナトリウムリニョウペプチドゲンショウ,
10053418,ウイルス性腹膜炎,ウイルスセイフクマクエン,
10053419,白癬性肉芽腫,ハクセンセイニクゲシュ,
10053420,気管支肺疾患,キカンシハイシッカン,
10053421,気管支軟化症,キカンシナンカショウ,
10053424,適用部位腫脹,テキヨウブイシュチョウ,
10053425,注射部位腫脹,チュウシャブイシュチョウ,
10053430,赤血球食細胞増加症,セッケッキュウショクサイボウゾウカショウ,
10053435,良性腫瘍切除,リョウセイシュヨウセツジョ,
10053436,胆管生検,タンカンセイケン,
10053437,腐骨摘出,フコツテキシュツ,
10053438,心モニタリング,シンモニタリング,
10053439,心モニタリング正常,シンモニタリングセイジョウ,
10053440,心モニタリング異常,シンモニタリングイジョウ,
10053441,心臓ペースメーカー機能評価,シンゾウペースメーカーキノウヒョウカ,
10053442,右室造影,ウシツゾウエイ,
10053443,右室造影正常,ウシツゾウエイセイジョウ,
10053444,右室造影異常,ウシツゾウエイイジョウ,
10053445,心室造影,シンシツゾウエイ,
10053446,心室造影正常,シンシツゾウエイセイジョウ,
10053447,心室造影異常,シンシツゾウエイイジョウ,
10053448,心電図テレメトリー,シンデンズテレメトリー,
10053449,心電図テレメトリー正常,シンデンズテレメトリーセイジョウ,
10053450,心電図テレメトリー異常,シンデンズテレメトリーイジョウ,
10053451,心臓画像検査,シンゾウガゾウケンサ,
10053452,心臓画像検査正常,シンゾウガゾウケンサセイジョウ,
10053453,心臓画像検査異常,シンゾウガゾウケンサイジョウ,
10053458,制酸薬療法,セイサンヤクリョウホウ,
10053459,分泌物分泌,ブンピブツブンピ,ブンピツブツブンピツ
10053460,抗血小板療法,コウケッショウバンリョウホウ,
10053461,トリコスポロン感染,トリコスポロンカンセン,
10053462,アレルギー検査,アレルギーケンサ,
10053463,アレン試験,アレンシケン,
10053464,無呼吸検査,ムコキュウケンサ,
10053465,外科的ステープリング,ゲカテキステープリング,
10053467,消炎療法,ショウエンリョウホウ,
10053468,抗凝固療法,コウギョウコリョウホウ,
10053469,鎮痛療法,チンツウリョウホウ,
10053470,浮遊耳石置換法,フユウジセキチカンホウ,
10053471,陰部神経終末神経潜時測定試験,インブシンケイシュウマツシンケイセンジソクテイシケン,
10053472,陰部神経終末神経潜時測定試験正常,インブシンケイシュウマツシンケイセンジソクテイシケンセイジョウ,
10053473,陰部神経終末神経潜時測定試験異常,インブシンケイシュウマツシンケイセンジソクテイシケンイジョウ,
10053474,肛門直腸内圧測定,コウモンチョクチョウナイアツソクテイ,
10053476,外傷性出血,ガイショウセイシュッケツ,
10053477,扁桃障害,ヘントウショウガイ,
10053478,乳房の理学的検査,ニュウボウノリガクテキケンサ,
10053479,乳房の理学的検査正常,ニュウボウノリガクテキケンサセイジョウ,
10053480,乳房の理学的検査異常,ニュウボウノリガクテキケンサイジョウ,
10053481,気管支胸膜瘻,キカンシキョウマクロウ,
10053482,注入部位硬結,チュウニュウブイコウケツ,
10053483,注入部位疼痛,チュウニュウブイトウツウ,
10053484,注入部位熱感,チュウニュウブイネッカン,
10053485,脳静脈性血管腫,ノウジョウミャクセイケッカンシュ,
10053486,ペースメーカー原性不整脈,ペースメーカーゲンセイフセイミャク,
10053487,毒性物質曝露,ドクセイブッシツバクロ,
10053490,気管障害,キカンショウガイ,
10053491,人工尿道括約筋埋込み,ジンコウニョウドウカツヤクキンウメコミ,
10053494,動脈瘤切除,ドウミャクリュウセツジョ,
10053496,腟狭窄,チツキョウサク,
10053497,左室造影,サシツゾウエイ,
10053498,左室造影正常,サシツゾウエイセイジョウ,
10053499,左室造影異常,サシツゾウエイイジョウ,
10053500,ヒト免疫不全ウイルス伝播,ヒトメンエキフゼンウイルスデンパ,
10053502,骨髄スキャン,コツズイスキャン,
10053503,骨髄スキャン正常,コツズイスキャンセイジョウ,
10053504,骨髄スキャン異常,コツズイスキャンイジョウ,
10053505,注入部位腫脹,チュウニュウブイシュチョウ,
10053506,口蓋垂形成不全,コウガイスイケイセイフゼン,
10053507,口蓋垂裂,コウガイスイレツ,
10053509,有毒性咬傷,ユウドクセイコウショウ,
10053510,有毒性刺傷,ユウドクセイシショウ,
10053522,血管腫切除,ケッカンシュセツジョ,
10053536,尿中蛋白／クレアチニン比減少,ニョウチュウタンパククレアチニンヒゲンショウ,
10053537,尿中蛋白／クレアチニン比,ニョウチュウタンパククレアチニンヒ,
10053538,尿中蛋白／クレアチニン比増加,ニョウチュウタンパククレアチニンヒゾウカ,
10053539,尿中蛋白／クレアチニン比異常,ニョウチュウタンパククレアチニンヒイジョウ,
10053540,尿中蛋白／クレアチニン比正常,ニョウチュウタンパククレアチニンヒセイジョウ,
10053541,尿中アルブミン／クレアチニン比増加,ニョウチュウアルブミンクレアチニンヒゾウカ,
10053542,尿中アルブミン／クレアチニン比,ニョウチュウアルブミンクレアチニンヒ,
10053543,尿中アルブミン／クレアチニン比正常,ニョウチュウアルブミンクレアチニンヒセイジョウ,
10053544,尿中アルブミン／クレアチニン比異常,ニョウチュウアルブミンクレアチニンヒイジョウ,
10053545,尿中アルブミン／クレアチニン比減少,ニョウチュウアルブミンクレアチニンヒゲンショウ,
10053546,前立腺性酸性ホスファターゼ減少,ゼンリツセンセイサンセイホスファターゼゲンショウ,
10053547,先天性全身性リポジストロフィー,センテンセイゼンシンセイリポジストロフィー,
10053548,遠隔転移を伴う消化器癌,エンカクテンイヲトモナウショウカキガン,
10053549,深径覚の変化,シンケイカクノヘンカ,
10053552,異痛症,イツウショウ,
10053555,細菌性関節炎,サイキンセイカンセツエン,
10053573,顎膿瘍,ガクノウヨウ,
10053574,免疫芽球性リンパ腫,メンエキガキュウセイリンパシュ,
10053575,淡蒼球切裁,タンソウキュウセッサイ,
10053576,頚部膿瘍,ケイブノウヨウ,
10053579,化学的薬物配合禁忌,カガクテキヤクブツハイゴウキンキ,
10053580,生理学的薬物配合禁忌,セイリガクテキヤクブツハイゴウキンキ,
10053581,治療的薬物配合禁忌,チリョウテキヤクブツハイゴウキンキ,
10053582,気管支肺症,キカンシハイショウ,
10053583,結核性腹膜炎,ケッカクセイフクマクエン,
10053584,新生児肺炎,シンセイジハイエン,
10053585,播種性新生児単純ヘルペス,ハシュセイシンセイジタンジュンヘルペス,
10053586,新生児単純ヘルペス髄膜脳炎,シンセイジタンジュンヘルペスズイマクノウエン,
10053587,新生児粘膜皮膚単純ヘルペス,シンセイジネンマクヒフタンジュンヘルペス,
10053588,Ｂ群レンサ球菌性新生児敗血症,Bグンレンサキュウキンセイシンセイジハイケツショウ,
10053589,遺伝性有口赤血球症,イデンセイユウコウセッケッキュウショウ,
10053592,新生児遷延性肺高血圧症,シンセイジセンエンセイハイコウケツアツショウ,
10053601,胎児脳血管障害,タイジノウケッカンショウガイ,
10053602,胎児に影響する放射線損傷,タイジニエイキョウスルホウシャセンソンショウ,
10053613,４型過敏症,4ガタカビンショウ,
10053614,３型免疫複合体型反応,3ガタメンエキフクゴウタイガタハンノウ,
10053615,熱傷,ネッショウ,
10053622,無脾,ムヒ,
10053623,水分摂取制限,スイブンセッシュセイゲン,
10053626,遊離ヘモグロビン,ユウリヘモグロビン,
10053627,循環抗凝血素,ジュンカンコウギョウケツソ,
10053629,後天性胆管拡張症,コウテンセイタンカンカクチョウショウ,
10053630,先天性胆管拡張症,センテンセイタンカンカクチョウショウ,
10053631,骨腫脹,コツシュチョウ,
10053632,反応性精神病,ハンノウセイセイシンビョウ,
10053633,小脳動脈閉塞,ショウノウドウミャクヘイソク,
10053634,食道不快感,ショクドウフカイカン,
10053635,外眼筋障害,ガイガンキンショウガイ,
10053636,産科的感染症,サンカテキカンセンショウ,
10053641,マゾッティ反応,マゾッティハンノウ,
10053643,神経変性障害,シンケイヘンセイショウガイ,
10053644,第３脳神経障害,ダイ3ノウシンケイショウガイ,
10053645,視神経新生物,シシンケイシンセイブツ,
10053646,第６脳神経障害,ダイ6ノウシンケイショウガイ,
10053648,血管閉塞,ケッカンヘイソク,
10053649,血管破裂,ケッカンハレツ,
10053652,四肢の変形,シシノヘンケイ,
10053657,心電図ＰＲ延長,シンデンズPRエンチョウ,
10053658,硬膜炎,コウマクエン,
10053663,注入部位静脈炎,チュウニュウブイジョウミャクエン,
10053664,注入部位そう痒感,チュウニュウブイソウヨウカン,
10053666,避妊スポンジ使用,ヒニンスポンジシヨウ,
10053667,人工心臓使用者,ジンコウシンゾウシヨウシャ,
10053668,人工喉頭使用者,ジンコウコウトウシヨウシャ,
10053669,プロテーゼ使用者,プロテーゼシヨウシャ,
10053670,下顎補てつ物使用者,カガクホテツブツシヨウシャ,
10053671,上顎顔面補てつ物使用者,ジョウガクガンメンホテツブツシヨウシャ,
10053672,脱腸帯使用者,ダッチョウタイシヨウシャ,
10053673,凸虹彩,トツコウサイ,
10053674,虹彩落屑,コウサイラクセツ,
10053675,虹彩嵌頓,コウサイカントン,
10053677,虹彩徹照異常,コウサイテッショウイジョウ,
10053678,虹彩角膜内皮症候群,コウサイカクマクナイヒショウコウグン,
10053679,エクビヨン法,エクビヨンホウ,
10053680,止血帯使用,シケツタイシヨウ,
10053682,短頭,タントウ,
10053683,医療機器不快感,イリョウキキフカイカン,
10053684,脳肝腎症候群,ノウカンジンショウコウグン,
10053685,排尿補助機器使用者,ハイニョウホジョキキシヨウシャ,
10053686,補助人工心臓使用者,ホジョジンコウシンゾウシヨウシャ,
10053688,運動療法,ウンドウリョウホウ,
10053689,心血管系自律神経機能検査,シンケッカンケイジリツシンケイキノウケンサ,
10053690,心血管系自律神経機能検査正常,シンケッカンケイジリツシンケイキノウケンサセイジョウ,
10053691,心血管系自律神経機能検査異常,シンケッカンケイジリツシンケイキノウケンサイジョウ,
10053692,創合併症,ソウガッペイショウ,
10053693,眼の輻輳過多,メノフクソウカタ,
10053695,糖尿病性皮膚障害,トウニョウビョウセイヒフショウガイ,
10053696,ボルティセラ感染,ボルティセラカンセン,
10053697,瘻修復,ロウシュウフク,
10053699,人工腎臓使用者,ジンコウジンゾウシヨウシャ,
10053700,胎児性巨大児,タイジセイキョダイジ,
10053703,角膜後面沈着物,カクマクコウメンチンチャクブツ,
10053709,肺機能負荷試験,ハイキノウフカシケン,
10053710,肺機能負荷試験正常,ハイキノウフカシケンセイジョウ,
10053711,肺機能負荷試験異常,ハイキノウフカシケンイジョウ,
10053712,過眠・大食症候群,カミンタイショクショウコウグン,
10053714,脊髄神経刺激装置埋込み,セキズイシンケイシゲキソウチウメコミ,
10053715,排便造影,ハイベンゾウエイ,
10053716,創壊死,ソウエシ,
10053717,線維性組織球腫,センイセイソシキキュウシュ,
10053745,後天性血友病,コウテンセイケツユウビョウ,
10053747,芽球発症,ガキュウハッショウ,
10053748,心臓弁置換合併症,シンゾウベンチカンガッペイショウ,
10053749,脳腫瘍手術,ノウシュヨウシュジュツ,
10053757,治療手技,チリョウシュギ,
10053759,成長遅延,セイチョウチエン,
10053762,適応外使用,テキオウガイシヨウ,
10053763,星細胞腫手術,セイサイボウシュシュジュツ,
10053765,髄膜腫手術,ズイマクシュシュジュツ,
10053766,肺成熟障害症候群,ハイセイジュクショウガイショウコウグン,
10053768,胃十二指腸出血,イジュウニシチョウシュッケツ,
10053771,血中白色凝固物陽性,ケッチュウハクショクギョウコブツヨウセイ,
10053774,腹壁形成,フクヘキケイセイ,
10053775,Ｂリンパ球異常,Bリンパキュウイジョウ,
10053776,好酸球性蜂巣炎,コウサンキュウセイホウソウエン,
10053778,脊髄円錐症候群,セキズイエンスイショウコウグン,
10053779,アレルギー性咳嗽,アレルギーセイガイソウ,
10053781,前房内細胞,ゼンボウナイサイボウ,
10053785,血中遊離テストステロン増加,ケッチュウユウリテストステロンゾウカ,
10053786,血中遊離テストステロン減少,ケッチュウユウリテストステロンゲンショウ,
10053787,血中遊離テストステロン,ケッチュウユウリテストステロン,
10053788,血中遊離テストステロン正常,ケッチュウユウリテストステロンセイジョウ,
10053789,血中遊離テストステロン異常,ケッチュウユウリテストステロンイジョウ,
10053790,遊離トリヨードチロニン増加,ユウリトリヨードチロニンゾウカ,
10053791,遊離トリヨードチロニン減少,ユウリトリヨードチロニンゲンショウ,
10053792,遊離トリヨードチロニン,ユウリトリヨードチロニン,
10053793,遊離トリヨードチロニン正常,ユウリトリヨードチロニンセイジョウ,
10053794,遊離トリヨードチロニン異常,ユウリトリヨードチロニンイジョウ,
10053795,血中エリスロポエチン増加,ケッチュウエリスロポエチンゾウカ,
10053796,血中エリスロポエチン減少,ケッチュウエリスロポエチンゲンショウ,
10053797,ストレプトキナーゼ抗体増加,ストレプトキナーゼコウタイゾウカ,
10053798,ＣＳＦ単球数増加,CSFタンキュウスウゾウカ,
10053799,ＣＳＦ単球数,CSFタンキュウスウ,
10053800,ＣＳＦ単球数減少,CSFタンキュウスウゲンショウ,
10053801,ＣＳＦ単球陽性,CSFタンキュウヨウセイ,
10053802,ＣＳＦ単球陰性,CSFタンキュウインセイ,
10053803,ＣＳＦ好中球数増加,CSFコウチュウキュウスウゾウカ,
10053804,ＣＳＦ好中球数減少,CSFコウチュウキュウスウゲンショウ,
10053805,ＣＳＦ白血球数増加,CSFハッケッキュウスウゾウカ,
10053806,ＣＳＦ白血球数減少,CSFハッケッキュウスウゲンショウ,
10053808,血中アンドロステンジオン増加,ケッチュウアンドロステンジオンゾウカ,
10053809,血中アンドロステンジオン減少,ケッチュウアンドロステンジオンゲンショウ,
10053810,血中１，２５－ジヒドロキシコレカルシフェロール増加,ケッチュウ125ジヒドロキシコレカルシフェロールゾウカ,
10053811,血中１，２５－ジヒドロキシコレカルシフェロール減少,ケッチュウ125ジヒドロキシコレカルシフェロールゲンショウ,
10053812,血中２５－ヒドロキシコレカルシフェロール増加,ケッチュウ25ヒドロキシコレカルシフェロールゾウカ,
10053813,血中２５－ヒドロキシコレカルシフェロール減少,ケッチュウ25ヒドロキシコレカルシフェロールゲンショウ,
10053814,抗インスリン抗体陽性,コウインスリンコウタイヨウセイ,
10053815,抗インスリン抗体増加,コウインスリンコウタイゾウカ,
10053816,抗インスリン抗体減少,コウインスリンコウタイゲンショウ,
10053817,エプスタイン・バーウイルス抗体,エプスタインバーウイルスコウタイ,
10053818,エプスタイン・バーウイルス抗体陰性,エプスタインバーウイルスコウタイインセイ,
10053833,ヒストン抗体陽性,ヒストンコウタイヨウセイ,
10053834,遊離前立腺特異性抗原減少,ユウリゼンリツセントクイセイコウゲンゲンショウ,
10053835,遊離前立腺特異性抗原陽性,ユウリゼンリツセントクイセイコウゲンヨウセイ,
10053836,遊離前立腺特異性抗原陰性,ユウリゼンリツセントクイセイコウゲンインセイ,
10053837,遊離前立腺特異性抗原,ユウリゼンリツセントクイセイコウゲン,
10053838,遊離前立腺特異性抗原増加,ユウリゼンリツセントクイセイコウゲンゾウカ,
10053839,ユビキノン減少,ユビキノンゲンショウ,
10053840,細菌性敗血症,サイキンセイハイケツショウ,
10053841,スネドン症候群,スネドンショウコウグン,
10053842,ジアノッティ・クロスティ症候群,ジアノッティクロスティショウコウグン,
10053843,腟形成不全,チツケイセイフゼン,
10053844,足根洞症候群,ソクコンドウショウコウグン,ソッコンドウショウコウグン
10053845,皮膚内植込み物除去,ヒフナイウエコミブツジョキョ,
10053846,緑内障薬物療法,リョクナイショウヤクブツリョウホウ,
10053854,眼球クローヌスミオクローヌス,ガンキュウクローヌスミオクローヌス,
10053857,部分的リポジストロフィー,ブブンテキリポジストロフィー,
10053865,卵管の良性新生物,ランカンノリョウセイシンセイブツ,
10053866,前立腺液中白血球増加,ゼンリツセンエキチュウハッケッキュウゾウカ,
10053868,アッシャーマン症候群,アッシャーマンショウコウグン,
10053869,ＰＯＥＭＳ症候群,POEMSショウコウグン,
10053870,アラジール症候群,アラジールショウコウグン,
10053871,８トリソミー,8トリソミー,
10053872,ＭＥＬＡＳ症候群,MELASショウコウグン,
10053873,エヴァンズ症候群,エヴァンズショウコウグン,
10053875,胸部コンピュータ断層撮影,キョウブコンピュータダンソウサツエイ,
10053876,腹部コンピュータ断層撮影,フクブコンピュータダンソウサツエイ,
10053877,先天性眼球運動失行,センテンセイガンキュウウンドウシッコウ,
10053878,グレイグ症候群,グレイグショウコウグン,
10053879,敗血症症候群,ハイケツショウショウコウグン,
10053884,１８トリソミー,18トリソミー,
10053897,頚動脈脈拍減少,ケイドウミャクミャクハクゲンショウ,
10053898,頚動脈脈拍増加,ケイドウミャクミャクハクゾウカ,
10053899,上腕動脈脈拍減少,ジョウワンドウミャクミャクハクゲンショウ,
10053900,上腕動脈脈拍増加,ジョウワンドウミャクミャクハクゾウカ,
10053901,大腿動脈脈拍減少,ダイタイドウミャクミャクハクゲンショウ,
10053902,大腿動脈脈拍増加,ダイタイドウミャクミャクハクゾウカ,
10053903,橈骨動脈脈拍減少,トウコツドウミャクミャクハクゲンショウ,
10053904,橈骨動脈脈拍増加,トウコツドウミャクミャクハクゾウカ,
10053905,膝窩動脈脈拍減少,シッカドウミャクミャクハクゲンショウ,シツカドウミャクミャクハクゲンショウ
10053906,膝窩動脈脈拍増加,シッカドウミャクミャクハクゾウカ,シツカドウミャクミャクハクゾウカ
10053920,赤血球分布幅増加,セッケッキュウブンプハバゾウカ,
10053921,赤血球分布幅減少,セッケッキュウブンプハバゲンショウ,
10053922,赤血球分布幅正常,セッケッキュウブンプハバセイジョウ,
10053923,赤血球分布幅異常,セッケッキュウブンプハバイジョウ,
10053925,１７トリソミー,17トリソミー,
10053926,頚動脈脈拍,ケイドウミャクミャクハク,
10053927,頚動脈脈拍正常,ケイドウミャクミャクハクセイジョウ,
10053928,頚動脈脈拍異常,ケイドウミャクミャクハクイジョウ,
10053929,上腕動脈脈拍,ジョウワンドウミャクミャクハク,
10053930,上腕動脈脈拍正常,ジョウワンドウミャクミャクハクセイジョウ,
10053931,上腕動脈脈拍異常,ジョウワンドウミャクミャクハクイジョウ,
10053932,大腿動脈脈拍,ダイタイドウミャクミャクハク,
10053933,大腿動脈脈拍正常,ダイタイドウミャクミャクハクセイジョウ,
10053934,大腿動脈脈拍異常,ダイタイドウミャクミャクハクイジョウ,
10053935,橈骨動脈脈拍,トウコツドウミャクミャクハク,
10053936,橈骨動脈脈拍正常,トウコツドウミャクミャクハクセイジョウ,
10053937,橈骨動脈脈拍異常,トウコツドウミャクミャクハクイジョウ,
10053938,膝窩動脈脈拍,シッカドウミャクミャクハク,シツカドウミャクミャクハク
10053939,膝窩動脈脈拍正常,シッカドウミャクミャクハクセイジョウ,シツカドウミャクミャクハクセイジョウ
10053940,膝窩動脈脈拍異常,シッカドウミャクミャクハクイジョウ,シツカドウミャクミャクハクイジョウ
10053942,脳血腫,ノウケッシュ,
10053943,造血幹細胞動員,ゾウケツカンサイボウドウイン,
10053949,血管偽動脈瘤破裂,ケッカンギドウミャクリュウハレツ,
10053961,ミトコンドリア毒性,ミトコンドリアドクセイ,
10053962,骨端骨折,コッタンコッセツ,
10053963,ミネラル補給,ミネラルホキュウ,
10053968,トロンビン・アンチトロンビンＩＩＩ複合体増加,トロンビンアンチトロンビン3フクゴウタイゾウカ,
10053969,トロンビン・アンチトロンビンＩＩＩ複合体減少,トロンビンアンチトロンビン3フクゴウタイゲンショウ,
10053970,トロンビン・アンチトロンビンＩＩＩ複合体,トロンビンアンチトロンビン3フクゴウタイ,
10053971,トロンビン・アンチトロンビンＩＩＩ複合体正常,トロンビンアンチトロンビン3フクゴウタイセイジョウ,
10053972,トロンビン・アンチトロンビンＩＩＩ複合体異常,トロンビンアンチトロンビン3フクゴウタイイジョウ,
10053973,肝嚢胞破裂,カンノウホウハレツ,
10053975,胸腔ドレナージ,キョウクウドレナージ,
10053977,神経切断,シンケイセツダン,
10053979,注射部位関節運動障害,チュウシャブイカンセツウンドウショウガイ,
10053981,マレー渓谷脳炎,マレーケイコクノウエン,
10053982,微胞子虫類感染,ビホウシチュウルイカンセン,
10053984,不完全人工流産,フカンゼンジンコウリュウザン,
10053990,後天性涙道狭窄,コウテンセイルイドウキョウサク,
10053991,新生児封入体結膜炎,シンセイジフウニュウタイケツマクエン,
10053994,心室血栓症,シンシツケッセンショウ,
10053995,埋込み部位出血,ウメコミブイシュッケツ,
10053996,穿刺部位反応,センシブイハンノウ,
10053998,注入部位浮腫,チュウニュウブイフシュ,
10054000,２型過敏症,2ガタカビンショウ,
10054002,先天性梅毒性骨軟骨炎,センテンセイバイドクセイコツナンコツエン,
10054003,頭部コンピュータ断層撮影,トウブコンピュータダンソウサツエイ,
10054004,腎コンピュータ断層撮影,ジンコンピュータダンソウサツエイ,
10054008,頭蓋縫合部閉鎖遅延,トウガイホウゴウブヘイサチエン,
10054009,リポ蛋白（ａ）増加,リポタンパクaゾウカ,
10054010,サイログロブリン増加,サイログロブリンゾウカ,
10054011,サイログロブリン減少,サイログロブリンゲンショウ,
10054015,死戦調律,シセンチョウリツ,
10054017,薬理学的心負荷試験,ヤクリガクテキシンフカシケン,
10054018,下半身切除,カハンシンセツジョ,
10054019,先天性毛巣嚢胞,センテンセイモウソウノウホウ,
10054020,リポ蛋白（ａ）,リポタンパクa,
10054021,リポ蛋白（ａ）減少,リポタンパクaゲンショウ,
10054022,リポ蛋白（ａ）正常,リポタンパクaセイジョウ,
10054023,リポ蛋白（ａ）異常,リポタンパクaイジョウ,
10054024,サイログロブリン陽性,サイログロブリンヨウセイ,
10054025,サイログロブリン陰性,サイログロブリンインセイ,
10054030,ラフォラ・ミオクロニーてんかん,ラフォラミオクロニーテンカン,
10054033,下垂体ゴナドトロピン分泌能亢進,カスイタイゴナドトロピンブンピノウコウシン,カスイタイゴナドトロピンブンピツノウコウシン
10054034,泉門閉鎖遅延,センモンヘイサチエン,
10054044,糖尿病性微小血管症,トウニョウビョウセイビショウケッカンショウ,
10054045,前嚢収縮,ゼンノウシュウシュク,
10054047,肺炎球菌性敗血症,ハイエンキュウキンセイハイケツショウ,
10054048,術後イレウス,ジュツゴイレウス,
10054052,臨床検査正常,リンショウケンサセイジョウ,
10054053,エストロゲン受容体測定,エストロゲンジュヨウタイソクテイ,
10054054,エストロゲン受容体測定陽性,エストロゲンジュヨウタイソクテイヨウセイ,
10054055,エストロゲン受容体測定陰性,エストロゲンジュヨウタイソクテイインセイ,
10054056,プロゲステロン受容体測定,プロゲステロンジュヨウタイソクテイ,
10054057,プロゲステロン受容体測定陽性,プロゲステロンジュヨウタイソクテイヨウセイ,
10054058,プロゲステロン受容体測定陰性,プロゲステロンジュヨウタイソクテイインセイ,
10054064,先天性長骨弯曲,センテンセイチョウコツワンキョク,
10054082,心筋血流スキャン,シンキンケツリュウスキャン,
10054088,細菌性尿路感染,サイキンセイニョウロカンセン,
10054089,抑うつ症状,ヨクウツショウジョウ,
10054092,血管穿刺部位出血,ケッカンセンシブイシュッケツ,
10054094,腫瘍壊死,シュヨウエシ,
10054096,出血性腫瘍壊死,シュッケツセイシュヨウエシ,
10054106,関節熱感,カンセツネッカン,
10054107,小結節,ショウケッセツ,
10054108,創部内臓脱出,ソウブナイゾウダッシュツ,
10054112,入院,ニュウイン,
