pt_code,term_ja,reading_kana,reading_alt
10015702,予備呼気量正常,ヨビコキリョウセイジョウ,
10015719,失血,シッケツ,
10015721,拡大根治的乳房切断,カクダイコンジテキニュウボウセツダン,
10015727,伸展性足底反応,シンテンセイソクテイハンノウ,
10015729,外耳蜂巣炎,ガイジホウソウエン,
10015736,外耳病変部切除,ガイジビョウヘンブセツジョ,
10015741,骨折外固定,コッセツガイコテイ,
10015742,外生殖器の圧挫,ガイセイショクキノアツザ,
10015753,鼻外部病変部切除,ビガイブビョウヘンブセツジョ,ハナガイブビョウヘンブセツジョ
10015759,骨外性ユーイング肉腫,コツガイセイユーイングニクシュ,
10015761,遠隔転移を伴う骨外性ユーイング肉腫,エンカクテンイヲトモナウコツガイセイユーイングニクシュ,
10015764,再発骨外性ユーイング肉腫,サイハツコツガイセイユーイングニクシュ,
10015769,硬膜外血腫,コウマクガイケッシュ,
10015789,性腺外原発性胎児性癌,セイセンガイゲンパツセイタイジセイガン,
10015800,性腺外原発性混合胚細胞腫瘍第１期,セイセンガイゲンパツセイコンゴウハイサイボウシュヨウダイ1キ,
10015801,性腺外原発性混合胚細胞腫瘍第２期,セイセンガイゲンパツセイコンゴウハイサイボウシュヨウダイ2キ,
10015802,性腺外原発性混合胚細胞腫瘍第３期,セイセンガイゲンパツセイコンゴウハイサイボウシュヨウダイ3キ,
10015805,性腺外原発性非セミノーマ第１期,セイセンガイゲンパツセイヒセミノーマダイ1キ,
10015806,性腺外原発性非セミノーマ第２期,セイセンガイゲンパツセイヒセミノーマダイ2キ,
10015809,性腺外原発性非セミノーマ第３期,セイセンガイゲンパツセイヒセミノーマダイ3キ,
10015810,性腺外原発性非セミノーマ第４期,セイセンガイゲンパツセイヒセミノーマダイ4キ,
10015811,性腺外原発性（純）セミノーマ第１期,セイセンガイゲンパツセイジュンセミノーマダイ1キ,
10015812,性腺外原発性（純）セミノーマ第２期,セイセンガイゲンパツセイジュンセミノーマダイ2キ,
10015815,性腺外原発性（純）セミノーマ第３期,セイセンガイゲンパツセイジュンセミノーマダイ3キ,
10015816,性腺外原発性（純）セミノーマ第４期,セイセンガイゲンパツセイジュンセミノーマダイ4キ,
10015823,再発性節外性辺縁帯Ｂ細胞リンパ腫（ＭＡＬＴ型）,サイハツセイセツガイセイヘンエンタイBサイボウリンパシュMALTガタ,
10015824,治療抵抗性節外性辺縁帯Ｂ細胞リンパ腫（ＭＡＬＴ型）,チリョウテイコウセイセツガイセイヘンエンタイBサイボウリンパシュMALTガタ,
10015825,節外性辺縁帯Ｂ細胞リンパ腫（ＭＡＬＴ型）第１期,セツガイセイヘンエンタイBサイボウリンパシュMALTガタダイ1キ,
10015826,節外性辺縁帯Ｂ細胞リンパ腫（ＭＡＬＴ型）第２期,セツガイセイヘンエンタイBサイボウリンパシュMALTガタダイ2キ,
10015827,節外性辺縁帯Ｂ細胞リンパ腫（ＭＡＬＴ型）第３期,セツガイセイヘンエンタイBサイボウリンパシュMALTガタダイ3キ,
10015828,節外性辺縁帯Ｂ細胞リンパ腫（ＭＡＬＴ型）第４期,セツガイセイヘンエンタイBサイボウリンパシュMALTガタダイ4キ,
10015831,眼球外網膜芽細胞腫,ガンキュウガイモウマクガサイボウシュ,
10015832,錐体外路障害,スイタイガイロショウガイ,
10015840,遠隔転移を伴う骨外性軟骨肉腫,エンカクテンイヲトモナウコツガイセイナンコツニクシュ,
10015843,再発骨外性軟骨肉腫,サイハツコツガイセイナンコツニクシュ,
10015847,骨外性骨肉腫,コツガイセイコツニクシュ,
10015849,遠隔転移を伴う骨外性骨肉腫,エンカクテンイヲトモナウコツガイセイコツニクシュ,
10015852,再発骨外性骨肉腫,サイハツコツガイセイコツニクシュ,
10015856,期外収縮,キガイシュウシュク,
10015866,溢出,イッシュツ,
10015867,血液溢出,ケツエキイツシュツ,ケツエキイッシュツ
10015869,尿浸潤,ニョウシンジュン,
10015871,血管外溶血,ケッカンガイヨウケツ,
10015894,抜管,バッカン,
10015901,滲出性網膜症,シンシュツセイモウマクショウ,
10015905,眼膿瘍,ガンノウヨウ,
10015907,眼のアレルギー,メノアレルギー,
10015915,眼脂,ガンシ,
10015916,眼の障害,メノショウガイ,
10015923,眼球摘除,ガンキュウテキジョ,
10015926,眼出血,ガンシュッケツ,
10015929,眼感染,ガンカンセン,
10015930,細菌性眼感染,サイキンセイガンカンセン,
10015932,クラミジア性眼感染,クラミジアセイガンカンセン,
10015933,真菌性眼感染,シンキンセイガンカンセン,
10015935,淋菌性眼感染,リンキンセイガンカンセン,
10015937,ブドウ球菌性眼感染,ブドウキュウキンセイガンカンセン,
10015938,梅毒性眼感染,バイドクセイガンカンセン,
10015939,トキソプラズマ性眼感染,トキソプラズマセイガンカンセン,
10015940,ウイルス性眼感染,ウイルスセイガンカンセン,
10015943,眼の炎症,メノエンショウ,
10015946,眼刺激,ガンシゲキ,メシゲキ
10015948,眼の脱臼,メノダッキュウ,
10015952,眼筋矯正,ガンキンキョウセイ,
10015954,眼筋後転術,ガンキンコウテンジュツ,
10015955,眼筋腱切り術,ガンキンケンキリジュツ,
10015958,眼痛,ガンツウ,
10015967,眼部腫脹,ガンブシュチョウ,
10015971,眼球裂離,ガンキュウレツリ,
10015980,眼瞼せつ,ガンケンセツ,
10015982,眼瞼変性障害,ガンケンヘンセイショウガイ,
10015988,眼瞼感染,ガンケンカンセン,
10015993,眼瞼浮腫,ガンケンフシュ,
10015995,眼瞼下垂,ガンケンカスイ,
10015996,先天性眼瞼下垂,センテンセイガンケンカスイ,
10015997,眼瞼後退,ガンケンコウタイ,
10015999,眼瞼知覚障害,ガンケンチカクショウガイ,
10016002,眼瞼保護縫合,ガンケンホゴホウゴウ,
10016016,ファブリ病,ファブリビョウ,
10016018,顔および口のＸ線,カオオヨビクチノXセン,
10016019,顔および口のＸ線異常,カオオヨビクチノXセンイジョウ,
10016020,顔および口のＸ線正常,カオオヨビクチノXセンセイジョウ,
10016023,顔面の圧挫,ガンメンノアツザ,
10016026,顔面除皺術,ガンメンジョシュウジュツ,ガンメンジョスウジュツ
10016029,顔面浮腫,ガンメンフシュ,
10016035,顔位,ガンイ,
10016050,顔面病変部切除,ガンメンビョウヘンブセツジョ,
10016055,顔面神経診査,ガンメンシンケイシンサ,
10016056,分娩時外傷による顔面神経損傷,ブンベンジガイショウニヨルガンメンシンケイソンショウ,
10016059,顔面痛,ガンメンツウ,
10016062,顔面麻痺,ガンメンマヒ,
10016075,第Ｉ因子欠乏症,ダイ1インシケツボウショウ,
10016076,第ＩＩ因子欠乏症,ダイ2インシケツボウショウ,
10016077,第ＩＸ因子欠乏症,ダイ9インシケツボウショウ,
10016079,第ＶＩＩ因子欠乏症,ダイ7インシケツボウショウ,
10016080,第ＶＩＩＩ因子欠乏症,ダイ8インシケツボウショウ,
10016082,第ＸＩ因子欠乏症,ダイ11インシケツボウショウ,
10016083,第ＸＩＩＩ因子欠乏症,ダイ13インシケツボウショウ,
10016086,便脂肪増加,ベンシボウゾウカ,
10016093,便潜血,ベンセンケツ,
10016094,便潜血陰性,ベンセンケツインセイ,
10016095,便潜血陽性,ベンセンケツヨウセイ,
10016096,糞便－口伝播感染,フンベンコウデンパカンセン,フンベンクチデンパカンセン
10016100,変色便,ヘンショクベン,
10016101,硬便,コウベン,
10016102,白色便,ハクショクベン,
10016115,試験不合格,シケンフゴウカク,
10016116,鉗子分娩不成功,カンシブンベンフセイコウ,
10016123,分娩誘発不成功,ブンベンユウハツフセイコウ,
10016142,試験分娩の不成功,シケンブンベンノフセイコウ,
10016164,吻合不全,フンゴウフゼン,
10016165,発育不全,ハツイクフゼン,
10016173,転倒,テントウ,
10016180,卵管癌,ランカンガン,
10016182,遠隔転移を伴う卵管癌,エンカクテンイヲトモナウランカンガン,
10016184,卵管癌第１期,ランカンガンダイ1キ,
10016185,卵管癌第２期,ランカンガンダイ2キ,
10016186,卵管癌第３期,ランカンガンダイ3キ,
10016187,卵管癌第４期,ランカンガンダイ4キ,
10016188,卵管病変部切除,ランカンビョウヘンブセツジョ,
10016193,ファロー四徴,ファローシチョウ,
10016194,偽陣痛,ギジンツウ,
10016202,家族性アミロイドーシス,カゾクセイアミロイドーシス,
10016207,家族性地中海熱,カゾクセイチチュウカイネツ,
10016208,家族性周期性麻痺,カゾクセイシュウキセイマヒ,
10016209,家族性赤血球増加症,カゾクセイセッケッキュウゾウカショウ,
10016212,家族性振戦,カゾクセイシンセン,
10016215,家庭内ストレス,カテイナイストレス,
10016219,ファンコニー症候群,ファンコニーショウコウグン,
10016227,筋膜切除,キンマクセツジョ,
10016228,筋膜炎,キンマクエン,
10016234,肝蛭症,カンテツショウ,
10016235,肥大吸虫症,ヒダイキュウチュウショウ,
10016237,筋膜切開,キンマクセッカイ,
10016246,脂肪塞栓症,シボウソクセンショウ,
10016248,脂肪不耐性,シボウフタイセイ,
10016251,脂肪組織増加,シボウソシキゾウカ,
10016256,疲労,ヒロウ,
10016258,疲労治療,ヒロウチリョウ,
10016260,脂肪酸欠乏症,シボウサンケツボウショウ,
10016262,アルコール性脂肪肝,アルコールセイシボウカン,
10016275,恐怖,キョウフ,
10016276,動物恐怖,ドウブツキョウフ,
10016277,閉所恐怖,ヘイショキョウフ,
10016278,疾病恐怖,シッペイキョウフ,
10016279,広場恐怖,ヒロバキョウフ,
10016280,体重増加恐怖,タイジュウゾウカキョウフ,
10016284,熱性痙攣,ネッセイケイレン,
10016288,発熱性好中球減少症,ハツネツセイコウチュウキュウゲンショウショウ,
10016322,異常感,イジョウカン,
10016326,冷感,レイカン,
10016330,酩酊感,メイテイカン,
10016334,熱感,ネッカン,
10016338,びくびく感,ビクビクカン,
10016344,絶望感,ゼツボウカン,
10016352,ゆったり感,ユッタリカン,
10016374,自己否定気分,ジコヒテイキブン,
10016386,フェルティ症候群,フェルティショウコウグン,
10016387,女性用コンドーム,ジョセイヨウコンドーム,
10016389,女性性器Ｘ線,ジョセイセイキXセン,
10016390,女性性器Ｘ線異常,ジョセイセイキXセンイジョウ,
10016391,女性性器Ｘ線正常,ジョセイセイキXセンセイジョウ,
10016405,女性オルガズム障害,ジョセイオルガズムショウガイ,
10016427,大腿動脈瘤,ダイタイドウミャクリュウ,
10016434,大腿ヘルニア,ダイタイヘルニア,
10016436,壊疽性大腿ヘルニア,エソセイダイタイヘルニア,
10016438,大腿ヘルニア修復,ダイタイヘルニアシュウフク,
10016448,閉塞性大腿ヘルニア,ヘイソクセイダイタイヘルニア,
10016450,大腿骨頚部骨折,ダイタイコツケイブコッセツ,
10016451,大腿神経損傷,ダイタイシンケイソンショウ,
10016454,大腿骨骨折,ダイタイコツコッセツ,
10016467,受胎能増加,ジュタイノウゾウカ,
10016531,フェティシズム,フェティシズム,
10016562,新生児発熱,シンセイジハツネツ,
10016574,フィブリン,フィブリン,
10016575,フィブリン異常,フィブリンイジョウ,
10016577,フィブリンＤダイマー,フィブリンDダイマー,
10016579,フィブリンＤダイマー減少,フィブリンDダイマーゲンショウ,
10016581,フィブリンＤダイマー増加,フィブリンDダイマーゾウカ,
10016583,フィブリンＤダイマー正常,フィブリンDダイマーセイジョウ,
10016584,フィブリン減少,フィブリンゲンショウ,
10016585,フィブリン分解産物,フィブリンブンカイサンブツ,
10016588,フィブリン分解産物増加,フィブリンブンカイサンブツゾウカ,
10016589,フィブリン分解産物正常,フィブリンブンカイサンブツセイジョウ,
10016590,術後水晶体のフィブリン沈着,ジュツゴスイショウタイノフィブリンチンチャク,
10016591,フィブリン増加,フィブリンゾウカ,
10016592,フィブリン正常,フィブリンセイジョウ,
10016603,線維素溶解,センイソヨウカイ,
10016604,線維素溶解異常,センイソヨウカイイジョウ,
10016606,線維素溶解減少,センイソヨウカイゲンショウ,
10016607,線維素溶解亢進,センイソヨウカイコウシン,
10016610,線維素溶解正常,センイソヨウカイセイジョウ,
10016613,乳腺線維腺腫,ニュウセンセンイセンシュ,
10016621,線維嚢胞性乳腺疾患,センイノウホウセイニュウセンシッカン,
10016629,線維腫,センイシュ,
10016632,線維肉腫,センイニクシュ,
10016635,遠隔転移を伴う線維肉腫,エンカクテンイヲトモナウセンイニクシュ,
10016642,線維症,センイショウ,
10016662,腱線維症,ケンセンイショウ,
10016664,骨の線維性異形成,ホネノセンイセイイケイセイ,
10016667,腓骨骨折,ヒコツコッセツ,
10016671,校内暴力,コウナイボウリョク,
10016674,糸状虫症,シジョウチュウショウ,
10016675,リンパ性糸状虫症,リンパセイシジョウチュウショウ,
10016678,指切断,シセツダン,ユビセツダン
10016687,指修復手術,シシュウフクシュジュツ,ユビシュウフクシュジュツ
